REPORT_ID | CAUSE_IDENTIFIER | OPERATOR_CODE | OPERATOR_NAME | INCIDENT_ADDRESS | INCIDENT_CITY | INCIDENT_COUNTY | INCIDENT_STATE | ZIP_CODE | INCIDENT_DATE | DETECTION_TIME | ORIGIN_LEAK | ORIGIN_LEAK_OTHER |Fatalities Count|Injuries count| EMPLOYEE_FATALITIES | EMPLOYEE_INJURIES | NON_EMPLOYEE_FATALITIES | NON_EMPLOYEE_INJURIES | GAS_IGNITED | EXPLOSION_OCCURED | SECONDARY_EXPLOSIONS_FIRE | DISTANCE_SEWER_STORM_CONT | DISTANCE_SEWER_STORM_IMPA | DISTANCE_SEWER_OTHER_CONT | DISTANCE_SEWER_OTHER_IMPA | DISTANCE_WATER_CONTR | DISTANCE_WATER_IMPAIRED | LOCATION_LEAK | LOCATION_LEAK_OTHER | COVER_DEPTH | SOIL_INFORMATION | SOIL_TEMPERATURE | REPORTED_BY | REPORTED_BY_OTHER | MATERIAL_LEAKED_D | MATERIAL_LEAKED_D_OTHER | LOCATION_CORROSION | DESCRIPTION_CORROSION | CAUSE_CORROSION | CAUSE_CORROSION_OTHER | PH_SOIL | SOIL_RESISTIVITY | SOIL_TEST_YEAR | PIPE_SOIL_POTENTIAL_1 | PIPE_SOIL_POTENTIAL_2 | CAUSE_LEAK | CAUSE_LEAK_OTHER 
1740071|CORROSION                           |11680|LONE STAR GAS CO                                  |                                        |IRVING                   |DALLAS                   |TX|75060|19810922|845|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|YES|NO |0|0|0|0|0|0|BELOW GROUND          |                         |48|SOIL|50|OTHER                |FIRE DEPT |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |0|0|0|0|0|NO DATA                                         |                         
1740921|CONSTRUCTION DEFECT/MATERIAL FAILURE|6190|GAS SERVICE CO, THE                               |                                        |KANSAS CITY              |JACKSON                  |MO|64141|19810922|930|BASE MATERIAL FRACTURE|                         |0|1|0|0|0|1|YES|YES|NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |42|SOIL|60|OTHER                |FIRE DEPT |CAST IRON   |SPLIT SLV                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1810762|DAMAGE BY OUTSIDE FORCES            |2748|CONSUMERS POWER CO                                |                                        |KALAMAZOO                |KALAMAZOO                |MI|49001|19810922|1615|OTHER                 |CONSTRUCT.               |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |0|SOIL|65|CUSTOMER             |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1740012|CONSTRUCTION DEFECT/MATERIAL FAILURE|594|ARIZONA PUBLIC SERVICE CO                         |                                        |PHOENIX                  |MARICOPA                 |AZ|85041|19810923|845|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|CUSTOMER             |          |OTHER       |ALUMINUM                 |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1760606|DAMAGE BY OUTSIDE FORCES            |12408|MICHIGAN CONSOLIDATED GAS CO                      |                                        |TAYLOR                   |WAYNE                    |MI|48189|19810923|1045|OTHER                 |ELECTRIC                 |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |36|SOIL|45|POLICE               |          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |WEATHER                  
1700059|CONSTRUCTION DEFECT/MATERIAL FAILURE|18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |LOS ANGELES              |LOS ANGELES              |CA|90039|19810924|0|OTHER                 |                         |0|0|0|0|0|0|YES|YES|NO |0|0|0|0|0|0|BELOW WALKWAY         |                         |9|SOIL|55|POLICE               |          |OTHER       |NON-METAL                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1700085|CORROSION                           |15007|PACIFIC GAS & ELECTRIC CO                         |                                        |VALLEJO                  |SOLANO                   |CA|94590|19810924|0|CORROSION             |                         |0|0|0|0|0|0|YES|YES|NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |47|SOIL|60|POLICE               |          |CAST IRON   |                         |EXTERNALLY|GENERAL CORROSION|OTHER        |                         |4|0|0|0|0|NO DATA                                         |                         
1700047|DAMAGE BY OUTSIDE FORCES            |18532|SOUTHERN UNION GAS COMPANY                        |                                        |ALAMOGORDO               |OTERO                    |NM|88310|19810924|0|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |36|SOIL|52|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1700190|DAMAGE BY OUTSIDE FORCES            |22791|WISCONSIN PUBLIC SERVICE CORPO                    |                                        |SHEBOYGAN                |SHEBOYGAN                |WI|53081|19810924|0|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |1|0|0|0|0|0|BELOW GROUND          |                         |52|SOIL|30|CUSTOMER             |          |CAST IRON   |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EARTH MOVEMENT                        |                         
1740573|DAMAGE BY OUTSIDE FORCES            |792|ATLANTA GAS LIGHT COMPANY                         |                                        |COLLEGE PARK             |FULTON                   |GA|30349|19810924|915|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |24|SOIL|50|AGENCY CAUSING DAMAGE|          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1780942|DAMAGE BY OUTSIDE FORCES            |22182|WASHINGTON GAS LIGHT COMPANY                      |                                        |SPRINGFIELD              |FAIRFAX                  |VA|22150|19810924|1230|OTHER                 |                         |0|0|0|0|0|0|   |NO |NO |0|0|0|0|0|0|WITHIN BUILDING       |                         |0|    |0|OTHER                |          |OTHER       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |                         
1801472|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |3 042 ENTERPRISE ST                     |COSTA MESA               |ORANGE                   |CA|92626|19810924|1514|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (UNPAVED)  |                         |0|SOIL|60|OTHER                |FIRE DEPT |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1700044|CORROSION                           |2204|CENTRAL ILLINOIS PUBLIC SERVICE                   |                                        |BENTON                   |FRANKLIN                 |IL|62812|19810925|0|CORROSION             |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |35|SOIL|40|OTHER                |FIRE DEPT |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |0|0|0|96|0|NO DATA                                         |                         
1820257|DAMAGE BY OUTSIDE FORCES            |13710|NORTHERN ILLINOIS GAS CO                          |907 E. LORRAINE                         |ADDISON                  |NONE GIVEN               |IL|60101|19810925|1720|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|YES|YES|0|0|0|0|0|0|BELOW GROUND          |                         |40|SOIL|32|CUSTOMER             |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1700106|DAMAGE BY OUTSIDE FORCES            |22791|WISCONSIN PUBLIC SERVICE CORPO                    |                                        |OSHKOSH                  |WINNEBAGO                |WI|54901|19810926|0|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |48|SOIL|30|OPERATOR PERSONNEL   |          |OTHER       |NON-METAL                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1760755|DAMAGE BY OUTSIDE FORCES            |2700|CONNECTICUT NATURAL GAS CORPOR                    |                                        |MANCHESTER               |HARTFORD                 |CT|6040|19810926|1053|OTHER                 |                         |0|2|0|0|0|2|YES|YES|YES|0|0|0|0|0|0|BELOW GROUND          |                         |20|SOIL|60|OPERATOR PERSONNEL   |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1791118|CORROSION                           |4499|ENTEX INC                                         |                                        |HOUSTON                  |HARRIS                   |TX|77040|19810926|1405|CORROSION             |                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|NO DATA               |                         |0|    |0|OTHER                |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |0|0|0|0|0|NO DATA                                         |                         
1700024|CORROSION                           |11680|LONE STAR GAS CO                                  |                                        |IRVING                   |DALLAS                   |TX|75060|19810927|0|CORROSION             |                         |1|0|0|0|1|0|NO |YES|NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |30|SOIL|60|OPERATOR PERSONNEL   |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |0|0|0|0|0|NO DATA                                         |                         
1700037|OTHER                               |13710|NORTHERN ILLINOIS GAS CO                          |                                        |SKOKIE                   |COOK                     |IL|60076|19810928|0|OTHER                 |ELECTRIC                 |0|0|0|0|0|0|   |   |   |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |67|SOIL|32|POLICE               |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1700107|DAMAGE BY OUTSIDE FORCES            |0|WISCONSIN PUBLIC SERVICE CORPO                    |                                        |OSHKOSH                  |WINNEBAGO                |WI|54901|19810928|0|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (UNPAVED)  |                         |48|SOIL|0|OPERATOR PERSONNEL   |          |CAST IRON   |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EARTH MOVEMENT                        |                         
1770969|OTHER                               |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |LYNWOOD                  |LOS ANGELES              |CA|90262|19810928|1145|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW WALKWAY         |                         |24|SOIL|65|OTHER                |FIRE DEPT |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1831072|DAMAGE BY OUTSIDE FORCES            |12433|MICHCON                                           |M-65 (11132 MICHIGAN AVE)               |POSEN                    |PRESQUE ISLE             |MI|49776|19810928|2100|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |   |CUSTOMER             |          |COPPER      |                         |NO DATA   |NO DATA          |             |                         |             |       |    |             |             |OTHER                                           |LIGHTNING STRIKE         
1710289|CORROSION                           |22791|WISCONSIN PUBLIC SERVICE CORP.                    |                                        |SHEBOYGAN                |SHEBOYGAN                |WI|53081|19810929|210|CORROSION             |                         |0|1|0|1|0|0|YES|NO |NO |0|0|0|0|0|0|NO DATA               |                         |0|    |0|OPERATOR PERSONNEL   |          |CAST IRON   |                         |EXTERNALLY|GENERAL CORROSION|GALVANIC     |                         |0|0|0|0|0|NO DATA                                         |                         
1700191|DAMAGE BY OUTSIDE FORCES            |22791|WISCONSIN PUBLIC SERVICE CORPO                    |                                        |SHEBOYGAN                |SHEBOYGAN                |WI|53081|19810930|0|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |54|SOIL|30|POLICE               |          |CAST IRON   |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EARTH MOVEMENT                        |                         
1710392|CORROSION                           |15007|PACIFIC GAS & ELECTRIC CO                         |                                        |TAFT                     |KERN                     |CA|93268|19810930|238|CORROSION             |                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |12|SOIL|60|POLICE               |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |0|0|0|0|0|NO DATA                                         |                         
1720350|DAMAGE BY OUTSIDE FORCES            |15350|THE PEOPLES NATURAL GAS COMPAN                    |                                        |EAST MCKEESPORT          |ALLEGHENY                |PA|15035|19810930|545|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (UNPAVED)  |                         |40|SOIL|400|AGENCY CAUSING DAMAGE|          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1700027|DAMAGE BY OUTSIDE FORCES            |2228|CENTRAL TELEPHONE & UTILITIES                     |                                        |SIOUX FALLS              |MINNEHAHA                |SD|57100|19811001|0|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|   |   |   |0|0|0|0|0|0|BELOW GROUND          |                         |24|SOIL|35|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1710704|DAMAGE BY OUTSIDE FORCES            |594|ARIZONA PUBLIC SERVICE CO                         |                                        |PHOENIX                  |MARICOPA                 |AZ|85029|19811001|331|OTHER                 |OUTSIDE                  |0|2|0|0|0|2|YES|NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |18|SOIL|80|NO DATA              |          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1720552|CORROSION                           |14210|OKLAHOMA NATURAL GAS COMPANY                      |                                        |OKLAHOMA CITY            |OKLAHOMA                 |OK|73111|19811001|620|CORROSION             |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |60|SOIL|65|POLICE               |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |0|0|0|0|0|NO DATA                                         |                         
1740395|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |LOS ANGELES              |LOS ANGELES              |CA|90025|19811001|903|OTHER                 |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |0|    |0|POLICE               |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |VEHICLE                  
1750823|CORROSION                           |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |LOS ANGELES              |LOS ANGELES              |CA|90008|19811001|1015|CORROSION             |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |33|SOIL|60|OPERATOR PERSONNEL   |          |CAST IRON   |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |7|1100|75|0|0|NO DATA                                         |                         
1750882|CORROSION                           |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |LOS ANGELES              |LOS ANGELES              |CA|90005|19811002|1017|CORROSION             |                         |0|0|0|0|0|0|YES|YES|NO |0|0|0|0|0|0|BELOW GROUND          |                         |54|SOIL|65|CUSTOMER             |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |8|0|0|40|40|NO DATA                                         |                         
1770857|DAMAGE BY OUTSIDE FORCES            |12408|MICHIGAN CONSOLIDATED GAS CO                      |                                        |DETROIT                  |WAYNE                    |MI|48206|19811002|1140|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|WITHIN BUILDING       |                         |0|    |0|OTHER                |FIRE DEPT |OTHER       |NON-METAL                |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |WEATHER                  
1840545|OTHER                               |6190|THE GAS SERVICE COMPANY                           |7933 OLIVE                              |KANSAS CITY              |JACKSON                  |MO|64132|19811002|2300|OTHER                 |RAIN FROZE IN REGULATOR  |0|2|0|0|0|2|YES|YES|NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |   |OTHER                |FIRE DEPT |OTHER       |REGULATOR MALFUNCTION    |NO DATA   |NO DATA          |             |                         |             |       |    |             |             |                                                |                         
1700039|DAMAGE BY OUTSIDE FORCES            |2228|CENTRAL TELEPHONE & UTILITIES                     |                                        |COLUMBUS                 |PLATTE                   |NE|68601|19811003|0|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |30|SOIL|35|AGENCY CAUSING DAMAGE|          |CAST IRON   |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1730411|DAMAGE BY OUTSIDE FORCES            |13710|NORTHERN ILLINOIS GAS CO                          |                                        |ARLINGTON HTS            |COOK                     |IL|60004|19811003|809|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |36|SOIL|50|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1831133|DAMAGE BY OUTSIDE FORCES            |12350|MINNEGASCO INCORPORATED                           |6316 QUINWOOD LANE                      |MAPLE GROVE              |HENNEPIN                 |MN|55369|19811003|2105|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |18|SOIL|   |AGENCY CAUSING DAMAGE|          |PLASTIC     |                         |NO DATA   |NO DATA          |             |                         |             |       |    |             |             |DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1710709|DAMAGE BY OUTSIDE FORCES            |15007|PACIFIC GAS & ELECTRIC CO                         |                                        |NOVATO                   |MARIN                    |CA|94947|19811004|334|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |24|SOIL|60|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1710835|DAMAGE BY OUTSIDE FORCES            |20010|UGI CORPORATION                                   |                                        |EASTON                   |NORTHAMPTON              |PA|18042|19811004|400|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |36|SOIL|50|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1700048|DAMAGE BY OUTSIDE FORCES            |1640|BOSTON GAS CO                                     |                                        |                         |NORFOLK                  |MA|2190|19811005|0|OTHER                 |                         |0|1|0|0|0|1|YES|NO |NO |0|0|0|0|2|0|BELOW GROUND          |                         |48|SOIL|40|AGENCY CAUSING DAMAGE|          |COPPER      |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1710711|DAMAGE BY OUTSIDE FORCES            |22182|WASHINGTON GAS LIGHT COMPANY                      |                                        |ROCKVILLE                |MONTGOMERY               |MD|20850|19811005|340|OTHER                 |OUTSIDE                  |0|1|0|0|0|1|YES|NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |24|SOIL|70|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1720312|DAMAGE BY OUTSIDE FORCES            |12408|MICHIGAN CONSOLIDATED GAS CO                      |                                        |ANN ARBOR                |WASHTENAW                |MI|48107|19811005|525|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|10|BELOW WATER           |                         |0|SOIL|0|OTHER                |UTILITY   |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1730605|CORROSION                           |12408|MICHIGAN CONSOLIDATED GAS CO                      |                                        |GIBRALTAR                |WAYNE                    |MI|48173|19811007|820|CORROSION             |                         |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|BELOW WATER           |                         |48|    |70|POLICE               |          |STEEL       |                         |EXTERNALLY|GENERAL CORROSION|BACTERIAL    |                         |0|0|0|0|0|NO DATA                                         |                         
1700065|DAMAGE BY OUTSIDE FORCES            |14210|OKLAHOMA NATURAL GAS COMPANY                      |                                        |TULSA                    |TULSA                    |OK|74107|19811008|0|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |6|SOIL|40|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1700036|DAMAGE BY OUTSIDE FORCES            |18408|S. C. ELECTRIC AND GAS COMPANY                    |                                        |CHARLESTON               |CHARLESTON               |SC|29401|19811009|0|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW WALKWAY         |                         |36|SOIL|70|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1700051|CORROSION                           |1088|BALTIMORE GAS & ELECTRIC CO                       |                                        |BALTIMORE                |BALTIMORE                |MD|21207|19811009|0|CORROSION             |                         |0|1|0|0|0|1|YES|YES|NO |0|0|0|0|0|0|BELOW GROUND          |                         |18|SOIL|35|POLICE               |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |6|3000|70|61|0|NO DATA                                         |                         
1710375|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |                         |LOS ANGELES              |CA|90001|19811009|233|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|YES|YES|YES|0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|OTHER                |FIRE DEPT |OTHER       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |WILLFUL                  
1700068|DAMAGE BY OUTSIDE FORCES            |14210|OKLAHOMA NATURAL GAS COMPANY                      |                                        |MUSKOGEE                 |MUSKOGEE                 |OK|74401|19811010|0|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |24|SOIL|60|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1700077|CORROSION                           |11680|LONE STAR GAS CO.-GENERAL DIV.                    |                                        |WICHITA FALLS            |WICHITA                  |TX|76307|19811011|0|CORROSION             |                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (UNPAVED)  |                         |24|SOIL|50|OPERATOR PERSONNEL   |          |STEEL       |                         |EXTERNALLY|LOCALIZED PITTING|GALVANIC     |                         |0|0|0|0|0|NO DATA                                         |                         
1700086|DAMAGE BY OUTSIDE FORCES            |2748|CONSUMERS POWER CO                                |                                        |KALAMAZOO                |KALAMAZOO                |MI|49001|19811012|0|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW ROAD (PAVED)    |                         |39|SOIL|35|OPERATOR PERSONNEL   |          |CAST IRON   |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EARTH MOVEMENT                        |                         
1700093|DAMAGE BY OUTSIDE FORCES            |18295|SOUTHERN COUNTIES GAS COMPANY                     |                                        |                         |LOS ANGELES              |CA|90731|19811012|0|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|NO |YES|0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|CUSTOMER             |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |VEHICLE                  
1720011|DAMAGE BY OUTSIDE FORCES            |18484|SOUTHERN CALIFORNIA GAS CO                        |                                        |                         |LOS ANGELES              |CA|91744|19811012|416|OTHER                 |OPERATE                  |0|0|0|0|0|0|YES|NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|AGENCY CAUSING DAMAGE|          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EQUIPMENT BY OUTSIDE PARTY            |                         
1700054|CONSTRUCTION DEFECT/MATERIAL FAILURE|10030|KANSAS-NEBRASKA NATURAL GAS CO                    |                                        |TORRINGTON               |GOSHEN                   |WY|82240|19811013|0|BASE MATERIAL FRACTURE|                         |0|0|0|0|0|0|YES|YES|NO |0|0|0|0|0|0|BELOW OTHER PAVED AREA|                         |36|SOIL|50|OTHER                |FIRE DEPT |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|NO DATA                                         |                         
1700074|CORROSION                           |2204|CENTRAL ILLINOIS PUBLIC SERVICE                   |                                        |MACOMB                   |MCDONOUGH                |IL|61455|19811013|0|CORROSION             |                         |0|0|0|0|0|0|   |   |   |0|0|0|0|0|0|BELOW OTHER PAVED AREA|                         |36|SOIL|40|CUSTOMER             |          |STEEL       |RET/ABAND                |EXTERNALLY|GENERAL CORROSION|GALVANIC     |                         |8|0|0|60|60|NO DATA                                         |                         
1700078|DAMAGE BY OUTSIDE FORCES            |11680|LONE STAR GAS CO.-WICHITA FALL                    |                                        |HENRIETTA                |CLAY                     |TX|76365|19811015|0|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|ABOVE GROUND          |                         |0|    |0|POLICE               |          |STEEL       |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|OTHER                                           |VEHICLE                  
1700080|DAMAGE BY OUTSIDE FORCES            |2600|COLUMBIA GAS OF PENNSYLVANIA                      |                                        |ROCHESTER                |BUTLER                   |PA|15074|19811015|0|OTHER                 |OUTSIDE                  |0|0|0|0|0|0|NO |NO |NO |0|0|0|0|0|0|BELOW GROUND          |                         |48|ROCK|40|CUSTOMER             |          |PLASTIC     |                         |NO DATA   |NO DATA          |NO DATA      |                         |0|0|0|0|0|DAMAGE BY EARTH MOVEMENT                        |                         
